datetime,DA_scheduled_Belgium_MW,DA_scheduled_Germany_MW,DA_scheduled_Italy_MW,DA_scheduled_Luxembourg_MW,DA_scheduled_Spain_MW,DA_scheduled_Switzerland_MW,DA_scheduled_UnitedKingdom_MW,physical_actual_Belgium_MW,physical_actual_Germany_MW,physical_actual_Italy_MW,physical_actual_Luxembourg_MW,physical_actual_Spain_MW,physical_actual_Switzerland_MW,physical_actual_UnitedKingdom_MW
07/05/2024 07:15 - 07/05/2024 07:30,2481.6,1506.85,2500,0,-2045.3,2227,2956,2522.11,2484.32,1383,0,-1760.12,1234.5,2992.25
07/05/2024 07:30 - 07/05/2024 07:45,2481.6,1506.85,2500,0,-2045.3,2227,2956,2522.11,2484.32,1383,0,-1760.12,1234.5,2992.25
07/05/2024 07:45 - 07/05/2024 08:00,2481.6,1506.85,2500,0,-2045.3,2227,2956,2522.11,2484.32,1383,0,-1760.12,1234.5,2992.25
07/05/2024 08:00 - 07/05/2024 08:15,1807.4500000000005,2547,2500,0,-2050,1844.5,2504,2633.25,2634.98,1568.25,0,-2240.87,838.5,2590.75
07/05/2024 08:15 - 07/05/2024 08:30,1807.4500000000005,2547,2500,0,-2050,1844.5,2504,2633.25,2634.98,1568.25,0,-2240.87,838.5,2590.75
07/05/2024 08:30 - 07/05/2024 08:45,1807.4500000000005,2547,2500,0,-2050,1844.5,2504,2633.25,2634.98,1568.25,0,-2240.87,838.5,2590.75
07/05/2024 08:45 - 07/05/2024 09:00,1807.4500000000005,2547,2500,0,-2050,1844.5,2504,2633.25,2634.98,1568.25,0,-2240.87,838.5,2590.75
07/05/2024 09:00 - 07/05/2024 09:15,2615.15,2655.95,2500,0,-2050,2068.5,3028,2876.34,2545.43,1683,0,-2223.95,1559.75,3004.5
07/05/2024 09:15 - 07/05/2024 09:30,2615.15,2655.95,2500,0,-2050,2068.5,3028,2876.34,2545.43,1683,0,-2223.95,1559.75,3004.5
07/05/2024 09:30 - 07/05/2024 09:45,2615.15,2655.95,2500,0,-2050,2068.5,3028,2876.34,2545.43,1683,0,-2223.95,1559.75,3004.5
07/05/2024 09:45 - 07/05/2024 10:00,2615.15,2655.95,2500,0,-2050,2068.5,3028,2876.34,2545.43,1683,0,-2223.95,1559.75,3004.5
07/05/2024 10:00 - 07/05/2024 10:15,3630.05,2439.3,2500,0,-2050,1824.45,3028,2889.81,2443.41,1753.5,0,-1931.02,2156.75,3064.5
07/05/2024 10:15 - 07/05/2024 10:30,3630.05,2439.3,2500,0,-2050,1824.45,3028,2889.81,2443.41,1753.5,0,-1931.02,2156.75,3064.5
07/05/2024 10:30 - 07/05/2024 10:45,3630.05,2439.3,2500,0,-2050,1824.45,3028,2889.81,2443.41,1753.5,0,-1931.02,2156.75,3064.5
07/05/2024 10:45 - 07/05/2024 11:00,3630.05,2439.3,2500,0,-2050,1824.45,3028,2889.81,2443.41,1753.5,0,-1931.02,2156.75,3064.5
07/05/2024 11:00 - 07/05/2024 11:15,2200.35,3227.4,2500,0,-2050,2227,3028,2261.64,2790.98,1848.25,0,-1933.84,2383.25,3065.5
07/05/2024 11:15 - 07/05/2024 11:30,2200.35,3227.4,2500,0,-2050,2227,3028,2261.64,2790.98,1848.25,0,-1933.84,2383.25,3065.5
07/05/2024 11:30 - 07/05/2024 11:45,2200.35,3227.4,2500,0,-2050,2227,3028,2261.64,2790.98,1848.25,0,-1933.84,2383.25,3065.5
07/05/2024 11:45 - 07/05/2024 12:00,2200.35,3227.4,2500,0,-2050,2227,3028,2261.64,2790.98,1848.25,0,-1933.84,2383.25,3065.5
07/05/2024 12:00 - 07/05/2024 12:15,2110.2,4231.9,2500,0,-2050,1227,3028,1792.54,2877.14,1844.75,0,-1850.99,2685.5,3064.75
07/05/2024 12:15 - 07/05/2024 12:30,2110.2,4231.9,2500,0,-2050,1227,3028,1792.54,2877.14,1844.75,0,-1850.99,2685.5,3064.75
07/05/2024 12:30 - 07/05/2024 12:45,2110.2,4231.9,2500,0,-2050,1227,3028,1792.54,2877.14,1844.75,0,-1850.99,2685.5,3064.75
07/05/2024 12:45 - 07/05/2024 13:00,2110.2,4231.9,2500,0,-2050,1227,3028,1792.54,2877.14,1844.75,0,-1850.99,2685.5,3064.75
07/05/2024 13:00 - 07/05/2024 13:15,1548.0000000000002,4477,2500,0,-2050,1227,3028,1183.89,2900.38,1790.25,0,-1894.4,3030.25,3066.25
07/05/2024 13:15 - 07/05/2024 13:30,1548.0000000000002,4477,2500,0,-2050,1227,3028,1183.89,2900.38,1790.25,0,-1894.4,3030.25,3066.25
07/05/2024 13:30 - 07/05/2024 13:45,1548.0000000000002,4477,2500,0,-2050,1227,3028,1183.89,2900.38,1790.25,0,-1894.4,3030.25,3066.25
07/05/2024 13:45 - 07/05/2024 14:00,1548.0000000000002,4477,2500,0,-2050,1227,3028,1183.89,2900.38,1790.25,0,-1894.4,3030.25,3066.25
07/05/2024 14:00 - 07/05/2024 14:15,1443.5,4832,2500,0,-2050,1227,3028,1064.51,3092.81,1812.75,0,-1997.42,3246.5,3065.75
07/05/2024 14:15 - 07/05/2024 14:30,1443.5,4832,2500,0,-2050,1227,3028,1064.51,3092.81,1812.75,0,-1997.42,3246.5,3065.75
07/05/2024 14:30 - 07/05/2024 14:45,1443.5,4832,2500,0,-2050,1227,3028,1064.51,3092.81,1812.75,0,-1997.42,3246.5,3065.75
07/05/2024 14:45 - 07/05/2024 15:00,1443.5,4832,2500,0,-2050,1227,3028,1064.51,3092.81,1812.75,0,-1997.42,3246.5,3065.75
07/05/2024 15:00 - 07/05/2024 15:15,2242,5391,2500,0,-2050,1627,3028,1495.52,3374.01,2050.25,0,-2060.07,3743.75,3065.5
07/05/2024 15:15 - 07/05/2024 15:30,2242,5391,2500,0,-2050,1627,3028,1495.52,3374.01,2050.25,0,-2060.07,3743.75,3065.5
07/05/2024 15:30 - 07/05/2024 15:45,2242,5391,2500,0,-2050,1627,3028,1495.52,3374.01,2050.25,0,-2060.07,3743.75,3065.5
07/05/2024 15:45 - 07/05/2024 16:00,2242,5391,2500,0,-2050,1627,3028,1495.52,3374.01,2050.25,0,-2060.07,3743.75,3065.5
07/05/2024 16:00 - 07/05/2024 16:15,1833,4742,2500,0,-2590,2227,3028,1616.56,3498.08,1979,0,-2406.99,3526.5,3064.75
07/05/2024 16:15 - 07/05/2024 16:30,1833,4742,2500,0,-2590,2227,3028,1616.56,3498.08,1979,0,-2406.99,3526.5,3064.75
07/05/2024 16:30 - 07/05/2024 16:45,1833,4742,2500,0,-2590,2227,3028,1616.56,3498.08,1979,0,-2406.99,3526.5,3064.75
07/05/2024 16:45 - 07/05/2024 17:00,1833,4742,2500,0,-2590,2227,3028,1616.56,3498.08,1979,0,-2406.99,3526.5,3064.75
07/05/2024 17:00 - 07/05/2024 17:15,2156.1,3795,2500,0,-2422,2227,3028,1889.5,3332.03,1757,0,-2232.47,2865.25,3065
07/05/2024 17:15 - 07/05/2024 17:30,2156.1,3795,2500,0,-2422,2227,3028,1889.5,3332.03,1757,0,-2232.47,2865.25,3065
07/05/2024 17:30 - 07/05/2024 17:45,2156.1,3795,2500,0,-2422,2227,3028,1889.5,3332.03,1757,0,-2232.47,2865.25,3065
07/05/2024 17:45 - 07/05/2024 18:00,2156.1,3795,2500,0,-2422,2227,3028,1889.5,3332.03,1757,0,-2232.47,2865.25,3065
07/05/2024 18:00 - 07/05/2024 18:15,2348.5,2638.1,2500,0,-2914,2227,3028,2520.15,3366.14,1457.25,0,-2541.77,1877.5,3065
07/05/2024 18:15 - 07/05/2024 18:30,2348.5,2638.1,2500,0,-2914,2227,3028,2520.15,3366.14,1457.25,0,-2541.77,1877.5,3065
07/05/2024 18:30 - 07/05/2024 18:45,2348.5,2638.1,2500,0,-2914,2227,3028,2520.15,3366.14,1457.25,0,-2541.77,1877.5,3065
07/05/2024 18:45 - 07/05/2024 19:00,2348.5,2638.1,2500,0,-2914,2227,3028,2520.15,3366.14,1457.25,0,-2541.77,1877.5,3065
07/05/2024 19:00 - 07/05/2024 19:15,1977,2051.1,2500,0,-2910.5,2227,3028,2388.31,3200.76,1269.25,0,-2652.81,1218.5,3064.25
07/05/2024 19:15 - 07/05/2024 19:30,1977,2051.1,2500,0,-2910.5,2227,3028,2388.31,3200.76,1269.25,0,-2652.81,1218.5,3064.25
07/05/2024 19:30 - 07/05/2024 19:45,1977,2051.1,2500,0,-2910.5,2227,3028,2388.31,3200.76,1269.25,0,-2652.81,1218.5,3064.25
07/05/2024 19:45 - 07/05/2024 20:00,1977,2051.1,2500,0,-2910.5,2227,3028,2388.31,3200.76,1269.25,0,-2652.81,1218.5,3064.25
07/05/2024 20:00 - 07/05/2024 20:15,2792,2025.7,2500,0,-584.5,2227,3028,3006.59,3060.53,1312.75,0,-564.54,889.75,3063.25
07/05/2024 20:15 - 07/05/2024 20:30,2792,2025.7,2500,0,-584.5,2227,3028,3006.59,3060.53,1312.75,0,-564.54,889.75,3063.25
07/05/2024 20:30 - 07/05/2024 20:45,2792,2025.7,2500,0,-584.5,2227,3028,3006.59,3060.53,1312.75,0,-564.54,889.75,3063.25
07/05/2024 20:45 - 07/05/2024 21:00,2792,2025.7,2500,0,-584.5,2227,3028,3006.59,3060.53,1312.75,0,-564.54,889.75,3063.25
07/05/2024 21:00 - 07/05/2024 21:15,3408,3567.2,2500,0,1535.4,2227,3028,3633.76,3459.73,1786,0,1320.21,1520.5,3065
07/05/2024 21:15 - 07/05/2024 21:30,3408,3567.2,2500,0,1535.4,2227,3028,3633.76,3459.73,1786,0,1320.21,1520.5,3065
07/05/2024 21:30 - 07/05/2024 21:45,3408,3567.2,2500,0,1535.4,2227,3028,3633.76,3459.73,1786,0,1320.21,1520.5,3065
07/05/2024 21:45 - 07/05/2024 22:00,3408,3567.2,2500,0,1535.4,2227,3028,3633.76,3459.73,1786,0,1320.21,1520.5,3065
07/05/2024 22:00 - 07/05/2024 22:15,3737.4,4341.2,2500,0,-181.1,2227,3028,3812.22,3558.13,1999.25,0,367.73,1942.5,3065
07/05/2024 22:15 - 07/05/2024 22:30,3737.4,4341.2,2500,0,-181.1,2227,3028,3812.22,3558.13,1999.25,0,367.73,1942.5,3065
07/05/2024 22:30 - 07/05/2024 22:45,3737.4,4341.2,2500,0,-181.1,2227,3028,3812.22,3558.13,1999.25,0,367.73,1942.5,3065
07/05/2024 22:45 - 07/05/2024 23:00,3737.4,4341.2,2500,0,-181.1,2227,3028,3812.22,3558.13,1999.25,0,367.73,1942.5,3065
07/05/2024 23:00 - 07/05/2024 23:15,3856,5018,2500,0,-1614.1,2227,3028,3980.92,3747.07,1891,0,-1320.06,2457,3064.5
07/05/2024 23:15 - 07/05/2024 23:30,3856,5018,2500,0,-1614.1,2227,3028,3980.92,3747.07,1891,0,-1320.06,2457,3064.5
07/05/2024 23:30 - 07/05/2024 23:45,3856,5018,2500,0,-1614.1,2227,3028,3980.92,3747.07,1891,0,-1320.06,2457,3064.5
07/05/2024 23:45 - 08/05/2024 00:00,3856,5018,2500,0,-1614.1,2227,3028,3980.92,3747.07,1891,0,-1320.06,2457,3064.5
08/05/2024 00:00 - 08/05/2024 00:15,3972.1,4618.3,2745,0,-1083.1,2227,3028,4298.07,3488.29,1900.75,0,-1484.75,2895,3067.5
08/05/2024 00:15 - 08/05/2024 00:30,3972.1,4618.3,2745,0,-1083.1,2227,3028,4298.07,3488.29,1900.75,0,-1484.75,2895,3067.5
08/05/2024 00:30 - 08/05/2024 00:45,3972.1,4618.3,2745,0,-1083.1,2227,3028,4298.07,3488.29,1900.75,0,-1484.75,2895,3067.5
08/05/2024 00:45 - 08/05/2024 01:00,3972.1,4618.3,2745,0,-1083.1,2227,3028,4298.07,3488.29,1900.75,0,-1484.75,2895,3067.5
08/05/2024 01:00 - 08/05/2024 01:15,3770.9,4749.1,2745,0,-870,2227,3028,4071.33,3485.1,1781.5,0,-859.44,3039.5,3064.75
08/05/2024 01:15 - 08/05/2024 01:30,3770.9,4749.1,2745,0,-870,2227,3028,4071.33,3485.1,1781.5,0,-859.44,3039.5,3064.75
08/05/2024 01:30 - 08/05/2024 01:45,3770.9,4749.1,2745,0,-870,2227,3028,4071.33,3485.1,1781.5,0,-859.44,3039.5,3064.75
08/05/2024 01:45 - 08/05/2024 02:00,3770.9,4749.1,2745,0,-870,2227,3028,4071.33,3485.1,1781.5,0,-859.44,3039.5,3064.75
08/05/2024 02:00 - 08/05/2024 02:15,3785.05,4957.3,2745,0,-1364.7,2227,3028,4397.06,3554.92,1656.5,0,-1242.3,3223.25,3063.75
08/05/2024 02:15 - 08/05/2024 02:30,3785.05,4957.3,2745,0,-1364.7,2227,3028,4397.06,3554.92,1656.5,0,-1242.3,3223.25,3063.75
08/05/2024 02:30 - 08/05/2024 02:45,3785.05,4957.3,2745,0,-1364.7,2227,3028,4397.06,3554.92,1656.5,0,-1242.3,3223.25,3063.75
08/05/2024 02:45 - 08/05/2024 03:00,3785.05,4957.3,2745,0,-1364.7,2227,3028,4397.06,3554.92,1656.5,0,-1242.3,3223.25,3063.75
08/05/2024 03:00 - 08/05/2024 03:15,3809.6,4738.8,3076,0,-908.8,2227,3028,4236.44,3575.04,1731,0,-970.82,3326.5,3065.25
08/05/2024 03:15 - 08/05/2024 03:30,3809.6,4738.8,3076,0,-908.8,2227,3028,4236.44,3575.04,1731,0,-970.82,3326.5,3065.25
08/05/2024 03:30 - 08/05/2024 03:45,3809.6,4738.8,3076,0,-908.8,2227,3028,4236.44,3575.04,1731,0,-970.82,3326.5,3065.25
08/05/2024 03:45 - 08/05/2024 04:00,3809.6,4738.8,3076,0,-908.8,2227,3028,4236.44,3575.04,1731,0,-970.82,3326.5,3065.25
08/05/2024 04:00 - 08/05/2024 04:15,3798.5,4344.8,3076,0,-1088.6,2227,3028,4048.26,3478.9,1609.5,0,-864.62,3032.75,3064
08/05/2024 04:15 - 08/05/2024 04:30,3798.5,4344.8,3076,0,-1088.6,2227,3028,4048.26,3478.9,1609.5,0,-864.62,3032.75,3064
08/05/2024 04:30 - 08/05/2024 04:45,3798.5,4344.8,3076,0,-1088.6,2227,3028,4048.26,3478.9,1609.5,0,-864.62,3032.75,3064
08/05/2024 04:45 - 08/05/2024 05:00,3798.5,4344.8,3076,0,-1088.6,2227,3028,4048.26,3478.9,1609.5,0,-864.62,3032.75,3064
08/05/2024 05:00 - 08/05/2024 05:15,3839.3,3430.2,3076,0,-66.2,2226,3028,3968.53,3312.6,1480,0,-330.6,2588.25,3064
08/05/2024 05:15 - 08/05/2024 05:30,3839.3,3430.2,3076,0,-66.2,2226,3028,3968.53,3312.6,1480,0,-330.6,2588.25,3064
08/05/2024 05:30 - 08/05/2024 05:45,3839.3,3430.2,3076,0,-66.2,2226,3028,3968.53,3312.6,1480,0,-330.6,2588.25,3064
08/05/2024 05:45 - 08/05/2024 06:00,3839.3,3430.2,3076,0,-66.2,2226,3028,3968.53,3312.6,1480,0,-330.6,2588.25,3064
08/05/2024 06:00 - 08/05/2024 06:15,3119.4,2702.6,3076,0,1210.7,2227,3028,3642.02,3297.42,1336.75,0,1048.88,1906.5,3064.5
08/05/2024 06:15 - 08/05/2024 06:30,3119.4,2702.6,3076,0,1210.7,2227,3028,3642.02,3297.42,1336.75,0,1048.88,1906.5,3064.5
08/05/2024 06:30 - 08/05/2024 06:45,3119.4,2702.6,3076,0,1210.7,2227,3028,3642.02,3297.42,1336.75,0,1048.88,1906.5,3064.5
08/05/2024 06:45 - 08/05/2024 07:00,3119.4,2702.6,3076,0,1210.7,2227,3028,3642.02,3297.42,1336.75,0,1048.88,1906.5,3064.5
08/05/2024 07:00 - 08/05/2024 07:15,3036.7,2603.8,3000,0,2556.3,2227,3028,3848.9,3235.75,1360.5,0,2213.06,1179.75,3064.5
08/05/2024 07:15 - 08/05/2024 07:30,3036.7,2603.8,3000,0,2556.3,2227,3028,3848.9,3235.75,1360.5,0,2213.06,1179.75,3064.5
08/05/2024 07:30 - 08/05/2024 07:45,3036.7,2603.8,3000,0,2556.3,2227,3028,3848.9,3235.75,1360.5,0,2213.06,1179.75,3064.5
08/05/2024 07:45 - 08/05/2024 08:00,3036.7,2603.8,3000,0,2556.3,2227,3028,3848.9,3235.75,1360.5,0,2213.06,1179.75,3064.5
08/05/2024 08:00 - 08/05/2024 08:15,3664.2,2925.6,3000,0,803.2,2227,3028,4255.74,3222.23,1523,0,1389.94,1403.25,3064.75
08/05/2024 08:15 - 08/05/2024 08:30,3664.2,2925.6,3000,0,803.2,2227,3028,4255.74,3222.23,1523,0,1389.94,1403.25,3064.75
08/05/2024 08:30 - 08/05/2024 08:45,3664.2,2925.6,3000,0,803.2,2227,3028,4255.74,3222.23,1523,0,1389.94,1403.25,3064.75
08/05/2024 08:45 - 08/05/2024 09:00,3664.2,2925.6,3000,0,803.2,2227,3028,4255.74,3222.23,1523,0,1389.94,1403.25,3064.75
08/05/2024 09:00 - 08/05/2024 09:15,3938.65,4491.4,3000,0,-1813.7,2227,3028,3931.64,3274.19,1750.5,0,-1139.3,2584.25,3066
08/05/2024 09:15 - 08/05/2024 09:30,3938.65,4491.4,3000,0,-1813.7,2227,3028,3931.64,3274.19,1750.5,0,-1139.3,2584.25,3066
08/05/2024 09:30 - 08/05/2024 09:45,3938.65,4491.4,3000,0,-1813.7,2227,3028,3931.64,3274.19,1750.5,0,-1139.3,2584.25,3066
08/05/2024 09:45 - 08/05/2024 10:00,3938.65,4491.4,3000,0,-1813.7,2227,3028,3931.64,3274.19,1750.5,0,-1139.3,2584.25,3066
08/05/2024 10:00 - 08/05/2024 10:15,3905.7,4937,3000,0,-2400,2227,3028,3717.4,3287.54,1813.25,0,-2275.81,3189.25,3065.25
08/05/2024 10:15 - 08/05/2024 10:30,3905.7,4937,3000,0,-2400,2227,3028,3717.4,3287.54,1813.25,0,-2275.81,3189.25,3065.25
08/05/2024 10:30 - 08/05/2024 10:45,3905.7,4937,3000,0,-2400,2227,3028,3717.4,3287.54,1813.25,0,-2275.81,3189.25,3065.25
08/05/2024 10:45 - 08/05/2024 11:00,3905.7,4937,3000,0,-2400,2227,3028,3717.4,3287.54,1813.25,0,-2275.81,3189.25,3065.25
08/05/2024 11:00 - 08/05/2024 11:15,4048.75,5198.9,2600,0,-2497,1927,3028,3487.83,3265.27,1982.5,0,-2463.04,3825,3063.5
08/05/2024 11:15 - 08/05/2024 11:30,4048.75,5198.9,2600,0,-2497,1927,3028,3487.83,3265.27,1982.5,0,-2463.04,3825,3063.5
08/05/2024 11:30 - 08/05/2024 11:45,4048.75,5198.9,2600,0,-2497,1927,3028,3487.83,3265.27,1982.5,0,-2463.04,3825,3063.5
08/05/2024 11:45 - 08/05/2024 12:00,4048.75,5198.9,2600,0,-2497,1927,3028,3487.83,3265.27,1982.5,0,-2463.04,3825,3063.5
08/05/2024 12:00 - 08/05/2024 12:15,4195.3,4324.7,2500,0,-2497,1827,3028,3932.75,2707.65,1686,0,-2372.33,3052.75,3065.5
08/05/2024 12:15 - 08/05/2024 12:30,4195.3,4324.7,2500,0,-2497,1827,3028,3932.75,2707.65,1686,0,-2372.33,3052.75,3065.5
08/05/2024 12:30 - 08/05/2024 12:45,4195.3,4324.7,2500,0,-2497,1827,3028,3932.75,2707.65,1686,0,-2372.33,3052.75,3065.5
08/05/2024 12:45 - 08/05/2024 13:00,4195.3,4324.7,2500,0,-2497,1827,3028,3932.75,2707.65,1686,0,-2372.33,3052.75,3065.5
08/05/2024 13:00 - 08/05/2024 13:15,4007,5041.6,2500,0,-2497,1871,3028,4009.69,2847.79,1808.75,0,-2266.84,3320.75,3063.75
08/05/2024 13:15 - 08/05/2024 13:30,4007,5041.6,2500,0,-2497,1871,3028,4009.69,2847.79,1808.75,0,-2266.84,3320.75,3063.75
08/05/2024 13:30 - 08/05/2024 13:45,4007,5041.6,2500,0,-2497,1871,3028,4009.69,2847.79,1808.75,0,-2266.84,3320.75,3063.75
08/05/2024 13:45 - 08/05/2024 14:00,4007,5041.6,2500,0,-2497,1871,3028,4009.69,2847.79,1808.75,0,-2266.84,3320.75,3063.75
08/05/2024 14:00 - 08/05/2024 14:15,4076.45,5177.2,2500,0,-2497,1927,3028,3834.01,2828.55,1936.75,0,-2359.76,3759.5,3065.75
08/05/2024 14:15 - 08/05/2024 14:30,4076.45,5177.2,2500,0,-2497,1927,3028,3834.01,2828.55,1936.75,0,-2359.76,3759.5,3065.75
08/05/2024 14:30 - 08/05/2024 14:45,4076.45,5177.2,2500,0,-2497,1927,3028,3834.01,2828.55,1936.75,0,-2359.76,3759.5,3065.75
08/05/2024 14:45 - 08/05/2024 15:00,4076.45,5177.2,2500,0,-2497,1927,3028,3834.01,2828.55,1936.75,0,-2359.76,3759.5,3065.75
08/05/2024 15:00 - 08/05/2024 15:15,3935.6,4846.2,2271,0,-2500,1827,3028,4031.47,2722.6,1914.25,0,-2470.29,3689.5,3065.75
08/05/2024 15:15 - 08/05/2024 15:30,3935.6,4846.2,2271,0,-2500,1827,3028,4031.47,2722.6,1914.25,0,-2470.29,3689.5,3065.75
08/05/2024 15:30 - 08/05/2024 15:45,3935.6,4846.2,2271,0,-2500,1827,3028,4031.47,2722.6,1914.25,0,-2470.29,3689.5,3065.75
08/05/2024 15:45 - 08/05/2024 16:00,3935.6,4846.2,2271,0,-2500,1827,3028,4031.47,2722.6,1914.25,0,-2470.29,3689.5,3065.75
08/05/2024 16:00 - 08/05/2024 16:15,4048.1,4208.3,1996,0,-2500,1727,3028,4066.3,2595.78,1517.5,0,-2351.97,3144.75,3066.25
08/05/2024 16:15 - 08/05/2024 16:30,4048.1,4208.3,1996,0,-2500,1727,3028,4066.3,2595.78,1517.5,0,-2351.97,3144.75,3066.25
08/05/2024 16:30 - 08/05/2024 16:45,4048.1,4208.3,1996,0,-2500,1727,3028,4066.3,2595.78,1517.5,0,-2351.97,3144.75,3066.25
08/05/2024 16:45 - 08/05/2024 17:00,4048.1,4208.3,1996,0,-2500,1727,3028,4066.3,2595.78,1517.5,0,-2351.97,3144.75,3066.25
08/05/2024 17:00 - 08/05/2024 17:15,3781,2635.3,2796,0,-2500,2227,3028,3564.12,2552.56,1505.25,0,-2319.34,2600,3066
08/05/2024 17:15 - 08/05/2024 17:30,3781,2635.3,2796,0,-2500,2227,3028,3564.12,2552.56,1505.25,0,-2319.34,2600,3066
08/05/2024 17:30 - 08/05/2024 17:45,3781,2635.3,2796,0,-2500,2227,3028,3564.12,2552.56,1505.25,0,-2319.34,2600,3066
08/05/2024 17:45 - 08/05/2024 18:00,3781,2635.3,2796,0,-2500,2227,3028,3564.12,2552.56,1505.25,0,-2319.34,2600,3066
08/05/2024 18:00 - 08/05/2024 18:15,3495,1905.4,3000,0,-2247.6,2227,3028,3438.48,2652.44,1446.25,0,-2272.64,1779.5,3065.25
08/05/2024 18:15 - 08/05/2024 18:30,3495,1905.4,3000,0,-2247.6,2227,3028,3438.48,2652.44,1446.25,0,-2272.64,1779.5,3065.25
08/05/2024 18:30 - 08/05/2024 18:45,3495,1905.4,3000,0,-2247.6,2227,3028,3438.48,2652.44,1446.25,0,-2272.64,1779.5,3065.25
08/05/2024 18:45 - 08/05/2024 19:00,3495,1905.4,3000,0,-2247.6,2227,3028,3438.48,2652.44,1446.25,0,-2272.64,1779.5,3065.25
08/05/2024 19:00 - 08/05/2024 19:15,3380.1,2343.4,3000,0,-1063.7,2227,3028,3942.3,2740.37,1724,0,-1135.34,1274,3066.25
08/05/2024 19:15 - 08/05/2024 19:30,3380.1,2343.4,3000,0,-1063.7,2227,3028,3942.3,2740.37,1724,0,-1135.34,1274,3066.25
08/05/2024 19:30 - 08/05/2024 19:45,3380.1,2343.4,3000,0,-1063.7,2227,3028,3942.3,2740.37,1724,0,-1135.34,1274,3066.25
08/05/2024 19:45 - 08/05/2024 20:00,3380.1,2343.4,3000,0,-1063.7,2227,3028,3942.3,2740.37,1724,0,-1135.34,1274,3066.25
08/05/2024 20:00 - 08/05/2024 20:15,3084.2,2360,3000,0,2467.7000000000003,2227,3028,3679.86,2823.6,1854.5,0,1770.79,1022.75,3065.25
08/05/2024 20:15 - 08/05/2024 20:30,3084.2,2360,3000,0,2467.7000000000003,2227,3028,3679.86,2823.6,1854.5,0,1770.79,1022.75,3065.25
08/05/2024 20:30 - 08/05/2024 20:45,3084.2,2360,3000,0,2467.7000000000003,2227,3028,3679.86,2823.6,1854.5,0,1770.79,1022.75,3065.25
08/05/2024 20:45 - 08/05/2024 21:00,3084.2,2360,3000,0,2467.7000000000003,2227,3028,3679.86,2823.6,1854.5,0,1770.79,1022.75,3065.25
08/05/2024 21:00 - 08/05/2024 21:15,3187.8,2531.4,2939,0,2869,2222,3028,3709.75,2865.51,1978.75,0,2714.62,1113.75,3065
08/05/2024 21:15 - 08/05/2024 21:30,3187.8,2531.4,2939,0,2869,2222,3028,3709.75,2865.51,1978.75,0,2714.62,1113.75,3065
08/05/2024 21:30 - 08/05/2024 21:45,3187.8,2531.4,2939,0,2869,2222,3028,3709.75,2865.51,1978.75,0,2714.62,1113.75,3065
08/05/2024 21:45 - 08/05/2024 22:00,3187.8,2531.4,2939,0,2869,2222,3028,3709.75,2865.51,1978.75,0,2714.62,1113.75,3065
08/05/2024 22:00 - 08/05/2024 22:15,3650.2,2974.4,2939,0,1091.4,2227,3028,3996.88,2868.29,1916.25,0,1579.36,1533.5,3064.5
08/05/2024 22:15 - 08/05/2024 22:30,3650.2,2974.4,2939,0,1091.4,2227,3028,3996.88,2868.29,1916.25,0,1579.36,1533.5,3064.5
08/05/2024 22:30 - 08/05/2024 22:45,3650.2,2974.4,2939,0,1091.4,2227,3028,3996.88,2868.29,1916.25,0,1579.36,1533.5,3064.5
08/05/2024 22:45 - 08/05/2024 23:00,3650.2,2974.4,2939,0,1091.4,2227,3028,3996.88,2868.29,1916.25,0,1579.36,1533.5,3064.5
08/05/2024 23:00 - 08/05/2024 23:15,3760.1,4438.3,2689,0,-261.4,2227,3028,4393.6,3116.62,1981.75,0,-45.84,2099.75,3064.25
08/05/2024 23:15 - 08/05/2024 23:30,3760.1,4438.3,2689,0,-261.4,2227,3028,4393.6,3116.62,1981.75,0,-45.84,2099.75,3064.25
08/05/2024 23:30 - 08/05/2024 23:45,3760.1,4438.3,2689,0,-261.4,2227,3028,4393.6,3116.62,1981.75,0,-45.84,2099.75,3064.25
08/05/2024 23:45 - 09/05/2024 00:00,3760.1,4438.3,2689,0,-261.4,2227,3028,4393.6,3116.62,1981.75,0,-45.84,2099.75,3064.25
09/05/2024 00:00 - 09/05/2024 00:15,3987,2436.5,3125,0,2828.2,2227,3028,4064.62,2757.76,1813.5,0,1988.35,1822,3065.25
09/05/2024 00:15 - 09/05/2024 00:30,3987,2436.5,3125,0,2828.2,2227,3028,4064.62,2757.76,1813.5,0,1988.35,1822,3065.25
09/05/2024 00:30 - 09/05/2024 00:45,3987,2436.5,3125,0,2828.2,2227,3028,4064.62,2757.76,1813.5,0,1988.35,1822,3065.25
09/05/2024 00:45 - 09/05/2024 01:00,3987,2436.5,3125,0,2828.2,2227,3028,4064.62,2757.76,1813.5,0,1988.35,1822,3065.25
09/05/2024 01:00 - 09/05/2024 01:15,3900,2451.9,3125,0,2700,2227,3028,4176.45,2746.19,1672,0,2659.81,1916.25,3065.75
09/05/2024 01:15 - 09/05/2024 01:30,3900,2451.9,3125,0,2700,2227,3028,4176.45,2746.19,1672,0,2659.81,1916.25,3065.75
09/05/2024 01:30 - 09/05/2024 01:45,3900,2451.9,3125,0,2700,2227,3028,4176.45,2746.19,1672,0,2659.81,1916.25,3065.75
09/05/2024 01:45 - 09/05/2024 02:00,3900,2451.9,3125,0,2700,2227,3028,4176.45,2746.19,1672,0,2659.81,1916.25,3065.75
